contract_id,asset_type,asset_value,interest_rate,monthly_payment,remaining_term_months,probability_of_default
ENP-2026-02747,Solar,24339.93,0.0575,192.55,240,0.0391
ENP-2026-02748,Solar,23579.95,0.051,196.36,240,0.0269
ENP-2026-02749,Heat Pump,36728.28,0.07,274.02,240,0.0134
ENP-2026-02750,Solar,27227.05,0.0586,183.46,240,0.0137
ENP-2026-02751,Solar,27125.25,0.0626,182.77,240,0.0392
ENP-2026-02752,Solar,23297.28,0.0579,150.03,240,0.0319
ENP-2026-02753,Solar,24680.91,0.0484,144.53,240,0.0449
ENP-2026-02754,Solar,24796.79,0.0649,203.51,240,0.0201
ENP-2026-02755,Heat Pump,27880.31,0.0631,255.97,240,0.0055
ENP-2026-02756,Solar,26913.82,0.0582,170.22,240,0.0049
ENP-2026-02757,Solar,24832.74,0.0572,187.36,240,0.0042
ENP-2026-02758,Heat Pump,33631.6,0.0663,261.63,240,0.034
ENP-2026-02759,Solar,22474.3,0.0587,182.18,240,0.0262
ENP-2026-02760,Solar,24302.44,0.0588,176.31,240,0.0317
ENP-2026-02761,Solar,25321.39,0.0647,183.91,240,0.0393
ENP-2026-02762,Solar,23883.4,0.0666,164.17,240,0.0352
ENP-2026-02763,Solar,25995.63,0.0674,182.9,240,0.0288
ENP-2026-02764,Solar,24480.33,0.0593,158.65,240,0.0174
ENP-2026-02765,Solar,26412.81,0.0568,177.22,240,0.0014
ENP-2026-02766,Heat Pump,39329.59,0.0664,284.45,240,0.0185
ENP-2026-02767,Solar,23433.02,0.0535,178.98,240,0.0079
ENP-2026-02768,Solar,25092.11,0.0557,159.2,240,0.0325
ENP-2026-02769,Solar,26089.03,0.0586,169.86,240,0.0255
ENP-2026-02770,Solar,24140.14,0.0585,166.91,240,0.0384
ENP-2026-02771,Solar,24178.88,0.0574,201.21,240,0.0099
ENP-2026-02772,Solar,26256.9,0.0669,180.95,240,0.0572
ENP-2026-02773,Heat Pump,35788.05,0.063,275.17,240,0.0267
ENP-2026-02774,Solar,22389.29,0.0658,206.59,240,0.0132
ENP-2026-02775,Solar,23788.45,0.0494,181.43,240,0.0342
ENP-2026-02776,Solar,24148.89,0.0606,156.86,240,0.0446
ENP-2026-02777,Solar,26978.57,0.0644,189.6,240,0.0141
ENP-2026-02778,Solar,20723.16,0.055,178.02,240,0.039
ENP-2026-02779,Solar,25360.34,0.0595,183.32,240,0.0216
ENP-2026-02780,Solar,26463.91,0.0592,189.17,240,0.0184
ENP-2026-02781,Solar,24087.06,0.0561,189.03,240,0.0159
ENP-2026-02782,Heat Pump,35626.45,0.0631,278.46,240,0.0323
ENP-2026-02783,Heat Pump,33169.54,0.0639,293.34,240,0.0732
ENP-2026-02784,Heat Pump,31578.25,0.0636,276.49,240,0.0546
ENP-2026-02785,Heat Pump,37496.93,0.0648,245.27,240,0.0275
ENP-2026-02786,Solar,25314.05,0.0631,171.75,240,0.0339
ENP-2026-02787,Heat Pump,36427.52,0.0599,249.81,240,0.02
ENP-2026-02788,Solar,28339.9,0.059,179.01,240,0.0367
ENP-2026-02789,Heat Pump,35603.98,0.0635,238.95,240,0.0231
ENP-2026-02790,Heat Pump,37192.41,0.0637,274.29,240,0.0165
ENP-2026-02791,Solar,21867.47,0.0606,185.55,240,0.024
ENP-2026-02792,Heat Pump,37608.28,0.0618,270.64,240,0.0444
ENP-2026-02793,Solar,21979.34,0.0526,165.15,240,0.0046
ENP-2026-02794,Solar,25248.99,0.0597,192.18,240,0.0217
ENP-2026-02795,Solar,27007.01,0.0449,166.22,240,0.049
ENP-2026-02796,Solar,25459.19,0.0565,214.88,240,0.0514
ENP-2026-02797,Solar,25156.93,0.0607,192.4,240,0.0219
ENP-2026-02798,Solar,23462.42,0.0589,176.32,240,0.0496
ENP-2026-02799,Heat Pump,36980.65,0.063,251.04,240,0.0175
ENP-2026-02800,Solar,23852.59,0.0569,194.7,240,0.0074
ENP-2026-02801,Heat Pump,39965.46,0.0584,275.31,240,0.0184
ENP-2026-02802,Heat Pump,36666.98,0.068,256.17,240,0.018
ENP-2026-02803,Heat Pump,34489.14,0.057,250.18,240,0.0469
ENP-2026-02804,Heat Pump,33817.04,0.0634,259.04,240,0.028
ENP-2026-02805,Solar,24632.19,0.0621,208.97,240,0.0292
ENP-2026-02806,Heat Pump,32043.19,0.0729,235.54,240,0.0345
ENP-2026-02807,Heat Pump,35954.49,0.0641,247.0,240,0.0249
ENP-2026-02808,Solar,28624.94,0.0648,184.63,240,0.0575
ENP-2026-02809,Solar,23663.91,0.0618,184.44,240,0.0214
ENP-2026-02810,Solar,21988.61,0.0521,187.4,240,0.0233
ENP-2026-02811,Solar,27111.74,0.069,192.03,240,0.0109
ENP-2026-02812,Solar,23398.84,0.0477,178.83,240,0.0211
ENP-2026-02813,Solar,25558.83,0.0673,206.6,240,0.0529
ENP-2026-02814,Solar,27231.31,0.0594,185.42,240,0.0116
ENP-2026-02815,Solar,27942.9,0.049,181.76,240,0.0546
ENP-2026-02816,Heat Pump,30493.18,0.0685,260.56,240,0.0344
ENP-2026-02817,Solar,23062.78,0.0679,200.12,240,0.0357
ENP-2026-02818,Solar,25243.59,0.0588,172.57,240,0.0137
ENP-2026-02819,Solar,25707.02,0.0689,175.48,240,0.0065
ENP-2026-02820,Solar,30040.22,0.0485,181.14,240,0.0065
ENP-2026-02821,Heat Pump,32402.39,0.0572,284.38,240,0.0341
ENP-2026-02822,Solar,25179.97,0.0684,173.29,240,0.0276
ENP-2026-02823,Solar,23155.55,0.0672,186.68,240,0.0435
ENP-2026-02824,Solar,24537.07,0.0523,195.82,240,0.0376
ENP-2026-02825,Solar,22466.0,0.0572,186.88,240,0.0485
ENP-2026-02826,Heat Pump,32097.62,0.0573,282.92,240,0.0069
ENP-2026-02827,Solar,22920.5,0.0579,165.82,240,0.0165
ENP-2026-02828,Solar,26487.24,0.062,187.26,240,0.0165
ENP-2026-02829,Solar,27240.38,0.0677,194.58,240,0.0537
ENP-2026-02830,Solar,24995.53,0.0554,161.47,240,0.0227
ENP-2026-02831,Solar,26173.02,0.0578,151.09,240,0.0484
ENP-2026-02832,Solar,22543.76,0.0577,190.22,240,0.0648
ENP-2026-02833,Solar,25218.69,0.0587,168.66,240,0.0213
ENP-2026-02834,Solar,25719.36,0.0587,200.19,240,0.0153
ENP-2026-02835,Solar,23725.55,0.0536,165.34,240,0.0266
ENP-2026-02836,Heat Pump,33419.37,0.0687,251.48,240,0.0061
ENP-2026-02837,Heat Pump,33659.24,0.068,235.39,240,0.0528
ENP-2026-02838,Solar,23490.72,0.0553,182.27,240,0.0139
ENP-2026-02839,Heat Pump,31658.93,0.0649,243.96,240,0.0107
ENP-2026-02840,Solar,24216.72,0.0581,178.61,240,0.0684
ENP-2026-02841,Solar,22688.71,0.0539,189.58,240,0.005
ENP-2026-02842,Heat Pump,40409.04,0.0618,284.74,240,0.0148
ENP-2026-02843,Heat Pump,35338.04,0.062,261.12,240,0.0026
ENP-2026-02844,Heat Pump,39104.35,0.0696,245.87,240,0.0378
ENP-2026-02845,Solar,28496.08,0.0569,176.05,240,0.0137
ENP-2026-02846,Solar,25327.21,0.0537,173.87,240,0.0302
ENP-2026-02847,Heat Pump,36335.98,0.0606,252.72,240,0.0337
ENP-2026-02848,Solar,24920.86,0.0595,178.26,240,0.0317
ENP-2026-02849,Solar,27893.82,0.052,198.49,240,0.0037
ENP-2026-02850,Solar,24155.87,0.0582,187.76,240,0.0564
ENP-2026-02851,Solar,23320.07,0.0494,185.5,240,0.0338
ENP-2026-02852,Solar,28175.12,0.0666,181.61,240,0.015
ENP-2026-02853,Solar,23110.09,0.0556,187.61,240,0.0521
ENP-2026-02854,Heat Pump,37668.24,0.0628,277.42,240,0.0435
ENP-2026-02855,Solar,24703.66,0.061,187.43,240,0.0032
ENP-2026-02856,Solar,25754.3,0.0587,174.05,240,0.0195
ENP-2026-02857,Solar,23300.07,0.0625,172.21,240,0.051
ENP-2026-02858,Solar,24803.11,0.0682,187.64,240,0.0277
ENP-2026-02859,Solar,26084.36,0.0572,172.5,240,0.0164
ENP-2026-02860,Solar,24706.24,0.062,181.07,240,0.0724
ENP-2026-02861,Heat Pump,30641.84,0.0615,248.19,240,0.0625
ENP-2026-02862,Solar,22511.98,0.0573,202.49,240,0.0146
ENP-2026-02863,Heat Pump,31542.21,0.0668,262.41,240,0.0241
ENP-2026-02864,Solar,23233.08,0.0526,180.61,240,0.0015
ENP-2026-02865,Solar,25012.5,0.055,196.21,240,0.0641
ENP-2026-02866,Solar,26457.77,0.062,196.84,240,0.0079
ENP-2026-02867,Solar,29087.92,0.0553,195.53,240,0.0301
ENP-2026-02868,Heat Pump,37541.39,0.0656,282.83,240,0.0222
ENP-2026-02869,Solar,25918.38,0.0553,166.47,240,0.0463
ENP-2026-02870,Solar,25734.23,0.0614,156.65,240,0.0157
ENP-2026-02871,Heat Pump,30599.57,0.057,282.68,240,0.0252
ENP-2026-02872,Heat Pump,36520.22,0.0649,262.09,240,0.0349
ENP-2026-02873,Heat Pump,35308.41,0.0645,266.47,240,0.0331
ENP-2026-02874,Solar,25908.82,0.0653,180.07,240,0.0074
ENP-2026-02875,Heat Pump,35099.41,0.0565,259.88,240,0.0344
ENP-2026-02876,Solar,24976.16,0.0519,190.1,240,0.0201
ENP-2026-02877,Solar,25339.57,0.0637,191.61,240,0.0117
ENP-2026-02878,Solar,27326.56,0.058,188.65,240,0.0208
ENP-2026-02879,Solar,24214.77,0.0517,185.56,240,0.0208
ENP-2026-02880,Solar,25398.66,0.0542,190.09,240,0.0222
ENP-2026-02881,Solar,24740.21,0.0523,195.9,240,0.0556
ENP-2026-02882,Heat Pump,34127.19,0.0611,298.94,240,0.0147
ENP-2026-02883,Solar,23088.37,0.0568,177.54,240,0.0206
ENP-2026-02884,Solar,27924.4,0.065,200.93,240,0.009
ENP-2026-02885,Solar,25748.62,0.0708,176.27,240,0.0105
ENP-2026-02886,Heat Pump,35732.77,0.069,240.91,240,0.027
ENP-2026-02887,Solar,21650.9,0.0527,178.33,240,0.0084
ENP-2026-02888,Solar,28874.15,0.0571,170.39,240,0.0295
ENP-2026-02889,Heat Pump,38492.1,0.0648,275.53,240,0.0331
ENP-2026-02890,Heat Pump,32976.52,0.0634,257.6,240,0.0425
ENP-2026-02891,Solar,24230.86,0.0635,184.69,240,0.0393
ENP-2026-02892,Solar,23193.14,0.0627,178.95,240,0.0162
ENP-2026-02893,Heat Pump,37818.41,0.0725,272.15,240,0.0125
ENP-2026-02894,Solar,27551.36,0.0571,158.36,240,0.0167
ENP-2026-02895,Solar,28136.29,0.073,172.87,240,0.0192
ENP-2026-02896,Heat Pump,31085.08,0.065,228.42,240,0.0076
ENP-2026-02897,Solar,25938.96,0.0571,191.7,240,0.0132
ENP-2026-02898,Solar,22851.96,0.0497,161.39,240,0.0083
ENP-2026-02899,Solar,23825.89,0.0582,163.27,240,0.0341
ENP-2026-02900,Solar,25593.63,0.0578,158.72,240,0.0667
ENP-2026-02901,Solar,24850.69,0.0501,188.35,240,0.0443
ENP-2026-02902,Heat Pump,33922.18,0.0624,280.55,240,0.0288
ENP-2026-02903,Solar,27071.89,0.0581,195.97,240,0.0145
ENP-2026-02904,Solar,25041.06,0.0581,162.96,240,0.0166
ENP-2026-02905,Solar,23448.93,0.0562,181.14,240,0.0447
ENP-2026-02906,Solar,24394.26,0.0548,212.3,240,0.0126
ENP-2026-02907,Heat Pump,38023.87,0.0689,251.13,240,0.0399
ENP-2026-02908,Solar,20133.89,0.0509,163.43,240,0.026
ENP-2026-02909,Solar,25229.79,0.052,206.8,240,0.0599
ENP-2026-02910,Solar,25396.27,0.0674,178.58,240,0.0036
ENP-2026-02911,Solar,27890.13,0.0573,194.49,240,0.0138
ENP-2026-02912,Solar,26095.5,0.0607,156.67,240,0.0132
ENP-2026-02913,Solar,22161.05,0.0524,183.73,240,0.0584
ENP-2026-02914,Heat Pump,32067.66,0.0601,245.85,240,0.0103
ENP-2026-02915,Solar,24138.98,0.0504,176.24,240,0.0135
ENP-2026-02916,Solar,23961.75,0.06,185.84,240,0.0092
ENP-2026-02917,Solar,24685.99,0.0524,152.13,240,0.0518
ENP-2026-02918,Heat Pump,34145.02,0.0674,239.72,240,0.0441
ENP-2026-02919,Solar,23379.32,0.0432,220.62,240,0.0173
ENP-2026-02920,Solar,27578.69,0.0685,187.1,240,0.0432
ENP-2026-02921,Solar,26858.94,0.0626,184.77,240,0.0297
ENP-2026-02922,Solar,27330.94,0.0638,195.63,240,0.0418
ENP-2026-02923,Heat Pump,35076.98,0.0663,273.16,240,0.0113
ENP-2026-02924,Solar,22286.42,0.0609,209.47,240,0.03
ENP-2026-02925,Solar,25235.91,0.0536,186.6,240,0.0326
ENP-2026-02926,Heat Pump,33138.17,0.0605,236.89,240,0.0318
ENP-2026-02927,Heat Pump,27484.9,0.0648,266.89,240,0.028
ENP-2026-02928,Heat Pump,37557.9,0.0584,275.15,240,0.0293
ENP-2026-02929,Heat Pump,38202.06,0.0721,273.46,240,0.0478
ENP-2026-02930,Solar,27411.41,0.0572,187.16,240,0.0393
ENP-2026-02931,Solar,26599.81,0.0524,187.21,240,0.0333
ENP-2026-02932,Solar,23201.9,0.0578,156.66,240,0.0654
ENP-2026-02933,Solar,27801.83,0.0586,169.51,240,0.0097
ENP-2026-02934,Solar,27697.44,0.0545,185.9,240,0.0295
ENP-2026-02935,Solar,26726.92,0.0518,165.9,240,0.0268
ENP-2026-02936,Solar,25738.07,0.063,182.11,240,0.0343
ENP-2026-02937,Heat Pump,30650.75,0.0657,246.13,240,0.0161
ENP-2026-02938,Solar,23299.36,0.0548,174.92,240,0.0151
ENP-2026-02939,Heat Pump,38137.41,0.0645,269.51,240,0.0266
ENP-2026-02940,Solar,23376.94,0.06,180.05,240,0.0033
ENP-2026-02941,Solar,26442.44,0.0636,163.07,240,0.0478
ENP-2026-02942,Solar,27626.74,0.0566,178.17,240,0.0258
ENP-2026-02943,Solar,25625.92,0.0566,167.53,240,0.0016
ENP-2026-02944,Solar,25477.46,0.0607,172.71,240,0.0353
ENP-2026-02945,Heat Pump,34078.57,0.0654,282.59,240,0.0404
ENP-2026-02946,Solar,23375.54,0.0608,182.91,240,0.007
ENP-2026-02947,Solar,24013.46,0.0672,194.94,240,0.0235
ENP-2026-02948,Solar,21801.72,0.0519,189.87,240,0.0559
ENP-2026-02949,Solar,27972.33,0.0513,157.92,240,0.0189
ENP-2026-02950,Heat Pump,36247.14,0.0629,250.06,240,0.0204
ENP-2026-02951,Heat Pump,34704.52,0.0602,237.9,240,0.0293
ENP-2026-02952,Solar,27335.08,0.0606,203.47,240,0.0143
ENP-2026-02953,Solar,24137.37,0.0579,167.96,240,0.0374
ENP-2026-02954,Solar,24548.07,0.0496,166.15,240,0.0706
ENP-2026-02955,Heat Pump,35273.36,0.0704,254.72,240,0.0126
ENP-2026-02956,Solar,25034.0,0.0503,181.62,240,0.0376
ENP-2026-02957,Solar,30418.55,0.0569,188.55,240,0.0642
ENP-2026-02958,Heat Pump,36992.03,0.0639,289.53,240,0.0702
ENP-2026-02959,Solar,27440.6,0.0559,192.27,240,0.011
ENP-2026-02960,Heat Pump,38106.56,0.0581,232.85,240,0.0523
ENP-2026-02961,Solar,26648.49,0.0568,221.47,240,0.0578
ENP-2026-02962,Solar,23624.98,0.0737,163.82,240,0.0224
ENP-2026-02963,Solar,24995.32,0.0493,187.45,240,0.0085
ENP-2026-02964,Heat Pump,35026.76,0.0564,243.21,240,0.0099
ENP-2026-02965,Heat Pump,33860.64,0.0674,245.49,240,0.0145
ENP-2026-02966,Solar,24092.78,0.0593,191.66,240,0.0183
ENP-2026-02967,Solar,24351.78,0.0535,190.77,240,0.0205
ENP-2026-02968,Solar,26010.67,0.0536,189.38,240,0.0537
ENP-2026-02969,Heat Pump,37555.83,0.0617,264.29,240,0.0082
ENP-2026-02970,Solar,25337.89,0.0614,208.86,240,0.0207
ENP-2026-02971,Solar,22244.12,0.0515,166.6,240,0.0298
ENP-2026-02972,Solar,23580.58,0.0523,174.02,240,0.0152
ENP-2026-02973,Heat Pump,32298.08,0.0621,271.63,240,0.0485
ENP-2026-02974,Solar,25645.63,0.0491,193.4,240,0.0232
ENP-2026-02975,Solar,19368.38,0.0578,167.16,240,0.0447
ENP-2026-02976,Solar,27543.42,0.0558,185.96,240,0.011
ENP-2026-02977,Heat Pump,39409.84,0.0693,230.19,240,0.0452
ENP-2026-02978,Solar,30888.23,0.0592,152.92,240,0.0116
ENP-2026-02979,Solar,24918.39,0.05,201.89,240,0.0486
ENP-2026-02980,Heat Pump,37997.22,0.0613,281.23,240,0.0547
ENP-2026-02981,Solar,25823.33,0.0619,162.61,240,0.0262
ENP-2026-02982,Solar,24074.94,0.0567,171.8,240,0.0629
ENP-2026-02983,Solar,24292.83,0.0547,192.23,240,0.0088
ENP-2026-02984,Heat Pump,33760.24,0.0689,277.15,240,0.0311
ENP-2026-02985,Solar,22775.34,0.0463,197.43,240,0.0564
ENP-2026-02986,Heat Pump,32953.86,0.0621,245.89,240,0.0104
ENP-2026-02987,Solar,25579.43,0.052,170.1,240,0.0024
ENP-2026-02988,Solar,27153.71,0.0559,156.3,240,0.0162
ENP-2026-02989,Solar,23400.8,0.0657,163.22,240,0.002
ENP-2026-02990,Heat Pump,34264.99,0.063,252.29,240,0.0579
ENP-2026-02991,Solar,24872.83,0.0529,183.02,240,0.021
ENP-2026-02992,Heat Pump,34575.93,0.0568,285.22,240,0.0307
ENP-2026-02993,Solar,26124.28,0.0624,195.29,240,0.0212
ENP-2026-02994,Solar,21575.31,0.057,167.62,240,0.0088
ENP-2026-02995,Solar,26661.14,0.0669,194.44,240,0.0161
ENP-2026-02996,Heat Pump,34938.08,0.0603,275.65,240,0.0043
ENP-2026-02997,Solar,28456.13,0.0575,169.21,240,0.0306
ENP-2026-02998,Solar,21464.03,0.0524,188.27,240,0.0375
ENP-2026-02999,Solar,25410.8,0.062,171.21,240,0.0179
ENP-2026-03000,Heat Pump,34471.8,0.0581,263.46,240,0.0217
ENP-2026-03001,Solar,21873.17,0.0526,178.98,240,0.0331
ENP-2026-03002,Heat Pump,34667.77,0.0606,243.91,240,0.0439
ENP-2026-03003,Solar,26143.6,0.0587,174.96,240,0.0642
ENP-2026-03004,Solar,26275.46,0.0624,207.88,240,0.0435
ENP-2026-03005,Solar,26068.36,0.0584,180.45,240,0.0059
ENP-2026-03006,Heat Pump,32617.99,0.0699,279.73,240,0.0092
ENP-2026-03007,Heat Pump,39103.49,0.0668,272.46,240,0.0415
ENP-2026-03008,Solar,26276.48,0.0602,215.28,240,0.0276
ENP-2026-03009,Solar,21958.61,0.0546,169.09,240,0.0101
ENP-2026-03010,Solar,22412.29,0.0614,185.18,240,0.0337
ENP-2026-03011,Solar,23854.53,0.0525,183.57,240,0.0118
ENP-2026-03012,Solar,23317.54,0.0546,174.44,240,0.0116
ENP-2026-03013,Solar,28325.0,0.0635,187.5,240,0.0206
ENP-2026-03014,Solar,25670.69,0.0539,204.32,240,0.0218
ENP-2026-03015,Solar,19643.72,0.0631,186.17,240,0.0322
ENP-2026-03016,Solar,26308.49,0.0571,194.92,240,0.0695
ENP-2026-03017,Solar,25426.09,0.0563,180.62,240,0.0609
ENP-2026-03018,Solar,25768.47,0.0635,187.01,240,0.0205
ENP-2026-03019,Solar,21989.53,0.0582,198.95,240,0.0421
ENP-2026-03020,Heat Pump,38638.34,0.0707,250.47,240,0.017
ENP-2026-03021,Solar,25442.43,0.0545,152.37,240,0.0274
ENP-2026-03022,Solar,23325.69,0.0543,168.66,240,0.0212
ENP-2026-03023,Solar,25232.53,0.0636,184.02,240,0.0085
ENP-2026-03024,Solar,24159.28,0.0585,193.31,240,0.0429
ENP-2026-03025,Solar,26809.64,0.0531,175.22,240,0.0175
ENP-2026-03026,Solar,23947.85,0.059,161.51,240,0.0381
ENP-2026-03027,Heat Pump,32416.68,0.0706,244.81,240,0.0047
ENP-2026-03028,Solar,26220.59,0.0609,162.24,240,0.0792
ENP-2026-03029,Solar,26895.46,0.0555,177.09,240,0.0044
ENP-2026-03030,Solar,23550.96,0.063,190.27,240,0.0362
ENP-2026-03031,Solar,26642.82,0.058,198.15,240,0.0188
ENP-2026-03032,Solar,26546.61,0.0508,203.02,240,0.0762
ENP-2026-03033,Heat Pump,34431.3,0.0746,259.61,240,0.0159
ENP-2026-03034,Solar,24267.9,0.0595,178.62,240,0.0061
ENP-2026-03035,Solar,24955.18,0.0538,171.87,240,0.0118
ENP-2026-03036,Solar,24371.46,0.059,210.61,240,0.0401
ENP-2026-03037,Solar,27289.3,0.0625,179.93,240,0.0079
ENP-2026-03038,Heat Pump,37611.55,0.0642,254.46,240,0.0076
ENP-2026-03039,Solar,23367.01,0.06,193.95,240,0.0444
ENP-2026-03040,Solar,25976.5,0.05,164.91,240,0.0256
ENP-2026-03041,Solar,27753.44,0.0599,164.24,240,0.0033
ENP-2026-03042,Heat Pump,36360.59,0.065,271.49,240,0.0422
ENP-2026-03043,Solar,25254.21,0.0658,172.42,240,0.0115
ENP-2026-03044,Solar,23247.14,0.0535,183.09,240,0.037
ENP-2026-03045,Solar,23620.47,0.0538,193.97,240,0.0162
ENP-2026-03046,Solar,24741.51,0.0615,165.27,240,0.0194
ENP-2026-03047,Solar,23448.76,0.0629,206.36,240,0.0163
ENP-2026-03048,Solar,24942.4,0.0622,173.6,240,0.038
ENP-2026-03049,Solar,25957.01,0.0518,212.57,240,0.0321
ENP-2026-03050,Solar,27613.93,0.0521,176.67,240,0.0258
ENP-2026-03051,Solar,23895.97,0.0557,201.51,240,0.0319
ENP-2026-03052,Solar,23411.8,0.05,194.83,240,0.0016
ENP-2026-03053,Solar,23680.55,0.0548,191.54,240,0.0184
ENP-2026-03054,Solar,25429.95,0.0595,163.67,240,0.0249
ENP-2026-03055,Solar,25177.82,0.0657,159.49,240,0.0171
ENP-2026-03056,Heat Pump,36978.02,0.0678,294.47,240,0.0196
ENP-2026-03057,Solar,23313.35,0.0502,167.46,240,0.0035
ENP-2026-03058,Solar,27221.12,0.064,177.9,240,0.0362
ENP-2026-03059,Solar,23490.01,0.0555,191.89,240,0.0188
ENP-2026-03060,Heat Pump,33846.64,0.068,267.22,240,0.0169
ENP-2026-03061,Solar,25370.69,0.0645,172.88,240,0.0172
ENP-2026-03062,Solar,23213.65,0.0537,173.76,240,0.0308
ENP-2026-03063,Solar,20777.12,0.0613,197.01,240,0.0448
ENP-2026-03064,Solar,23742.75,0.0588,168.85,240,0.0033
ENP-2026-03065,Solar,24774.93,0.0568,191.89,240,0.0211
ENP-2026-03066,Solar,22611.7,0.054,167.84,240,0.0301
ENP-2026-03067,Solar,21958.61,0.0547,209.51,240,0.0505
ENP-2026-03068,Heat Pump,31974.46,0.0597,269.04,240,0.0129
ENP-2026-03069,Solar,21769.17,0.0555,147.89,240,0.0298
ENP-2026-03070,Solar,28754.0,0.0525,152.68,240,0.0513
ENP-2026-03071,Solar,25578.9,0.0591,157.4,240,0.0061
ENP-2026-03072,Solar,23979.79,0.0562,183.43,240,0.0204
ENP-2026-03073,Solar,24135.04,0.0512,182.7,240,0.0143
ENP-2026-03074,Solar,23733.33,0.0606,174.73,240,0.0286
ENP-2026-03075,Solar,23461.67,0.0625,188.86,240,0.0502
ENP-2026-03076,Heat Pump,35489.14,0.0697,272.73,240,0.0259
ENP-2026-03077,Heat Pump,29492.0,0.0692,237.29,240,0.081
ENP-2026-03078,Solar,27904.07,0.0598,184.97,240,0.0813
ENP-2026-03079,Solar,21059.99,0.0544,185.71,240,0.0366
ENP-2026-03080,Heat Pump,37638.13,0.0612,267.7,240,0.0141
ENP-2026-03081,Solar,24631.67,0.0624,215.64,240,0.029
ENP-2026-03082,Heat Pump,38200.51,0.0669,264.61,240,0.0377
ENP-2026-03083,Solar,25585.93,0.0629,185.84,240,0.0057
ENP-2026-03084,Solar,25239.85,0.053,186.2,240,0.0351
ENP-2026-03085,Solar,24336.13,0.0575,197.6,240,0.0133
ENP-2026-03086,Solar,24695.44,0.0594,162.54,240,0.0111
ENP-2026-03087,Solar,28345.73,0.0611,176.17,240,0.0316
ENP-2026-03088,Solar,25364.36,0.0543,180.02,240,0.0197
ENP-2026-03089,Solar,22691.01,0.0593,182.02,240,0.0339
ENP-2026-03090,Solar,26188.2,0.0643,191.02,240,0.0106
ENP-2026-03091,Solar,26092.53,0.0533,153.17,240,0.0155
ENP-2026-03092,Heat Pump,35659.43,0.0569,261.03,240,0.0607
ENP-2026-03093,Solar,29358.41,0.0618,166.0,240,0.0321
ENP-2026-03094,Heat Pump,36683.75,0.059,261.52,240,0.0221
ENP-2026-03095,Solar,23470.71,0.0549,196.93,240,0.0385
ENP-2026-03096,Solar,24655.28,0.0534,182.36,240,0.0166
ENP-2026-03097,Heat Pump,37353.88,0.065,261.24,240,0.0235
ENP-2026-03098,Solar,24209.05,0.0617,210.68,240,0.0385
ENP-2026-03099,Solar,23370.03,0.062,168.6,240,0.0273
ENP-2026-03100,Solar,21984.29,0.057,181.53,240,0.019
ENP-2026-03101,Solar,25309.56,0.053,164.88,240,0.0135
ENP-2026-03102,Solar,23222.12,0.0626,174.98,240,0.0265
ENP-2026-03103,Heat Pump,41214.91,0.0747,244.39,240,0.0324
ENP-2026-03104,Solar,24510.56,0.0455,166.82,240,0.0228
ENP-2026-03105,Solar,26106.89,0.0511,182.01,240,0.0506
ENP-2026-03106,Solar,27282.54,0.0683,171.01,240,0.0557
ENP-2026-03107,Solar,25201.39,0.0599,167.72,240,0.0084
ENP-2026-03108,Solar,24688.6,0.0584,187.27,240,0.0328
ENP-2026-03109,Solar,26519.85,0.0527,149.39,240,0.0382
ENP-2026-03110,Solar,25185.12,0.0584,161.7,240,0.0213
ENP-2026-03111,Solar,25400.02,0.0626,167.44,240,0.0441
ENP-2026-03112,Solar,26875.35,0.062,181.23,240,0.0421
ENP-2026-03113,Solar,26153.58,0.0581,159.14,240,0.01
ENP-2026-03114,Solar,22054.43,0.0672,201.42,240,0.0049
ENP-2026-03115,Solar,21692.37,0.0579,190.58,240,0.0552
ENP-2026-03116,Heat Pump,36342.91,0.0664,257.83,240,0.036
ENP-2026-03117,Solar,24247.39,0.0487,202.49,240,0.0131
ENP-2026-03118,Solar,25022.69,0.0587,225.21,240,0.012
ENP-2026-03119,Solar,26611.34,0.0572,193.13,240,0.0576
ENP-2026-03120,Solar,27252.33,0.0536,173.21,240,0.0372
ENP-2026-03121,Solar,23091.34,0.0607,190.07,240,0.0157
ENP-2026-03122,Solar,25161.14,0.0525,172.54,240,0.0339
ENP-2026-03123,Solar,27389.32,0.0564,161.31,240,0.0169
ENP-2026-03124,Solar,23702.14,0.0563,139.34,240,0.1139
ENP-2026-03125,Solar,22070.86,0.0575,185.04,240,0.0288
ENP-2026-03126,Solar,25537.12,0.0455,178.5,240,0.0205
ENP-2026-03127,Solar,26656.12,0.0501,189.25,240,0.0045
ENP-2026-03128,Solar,25811.15,0.0676,183.56,240,0.0272
ENP-2026-03129,Heat Pump,36633.28,0.0667,249.52,240,0.0035
ENP-2026-03130,Heat Pump,34613.55,0.0663,255.09,240,0.0571
ENP-2026-03131,Heat Pump,36380.08,0.0637,240.71,240,0.0124
ENP-2026-03132,Heat Pump,33005.93,0.0655,257.45,240,0.027
ENP-2026-03133,Heat Pump,42556.85,0.0655,252.42,240,0.0234
ENP-2026-03134,Solar,26245.86,0.0565,181.66,240,0.0554
ENP-2026-03135,Solar,20771.51,0.0587,199.68,240,0.0047
ENP-2026-03136,Solar,26152.29,0.0487,187.57,240,0.0072
ENP-2026-03137,Solar,26642.24,0.0588,190.9,240,0.0132
ENP-2026-03138,Solar,26794.75,0.0639,175.26,240,0.0127
